	Cluster	Sex	Side	Cell_Type	Cell_Type_Max	Cell_Type_Max_COUNTS	Marker
Male_R2-14078	0	Male	Right	Oligodendrocyte	1.191453947	14	Mbp
Male_R2-14082	3	Male	Right	Endothelial	3.532058663	10	Nostrin
Male_R2-14083	0	Male	Right	Microglia	1.536858475	35	Cd68
Male_R2-14094	3	Male	Right	Endothelial	2.942490415	4	Nostrin
Male_R2-14096	7	Male	Right	Astrocyte	10	29	Fgfr3
Male_R2-14097	9	Male	Right	Neuroepithelial	10	5	Sox10
Male_R2-14108	0	Male	Right	Astrocyte	1.1151485	18	Gfap
Male_R2-14109	7	Male	Right	Astrocyte	7.256322645	106	Fgfr3
Male_R2-14112	2	Male	Right	Microglia	1.962796995	21	Cd40
Male_R2-14123	1	Male	Right	Microglia	0.933356062	8	Tmem119
Male_R2-14133	3	Male	Right	Endothelial	2.712072643	6	Emcn
Male_R2-14134	6	Male	Right	Endothelial	1.80218949	7	Nostrin
Male_R2-14145	0	Male	Right	Neuron	1.869024237	13	Map2
Male_R2-14155	4	Male	Right	Microglia	4.709747615	5	Cd40
Male_R2-14158	0	Male	Right	Neuron	3.33648313	21	Nefl
Male_R2-14161	0	Male	Right	Microglia	2.433831665	19	Cd68
Male_R2-14167	9	Male	Right	Neuron	10	32	Syt1
Male_R2-14168	2	Male	Right	Microglia	1.365576789	13	Tmem119
Male_R2-14176	0	Male	Right	Astrocyte	1.752566632	31	Slc1a3
Male_R2-14180	2	Male	Right	Neuron	1.41170254	32	Nefl
Male_R2-14182	3	Male	Right	Neuroepithelial	4.214121835	8	Hes1
Male_R2-14189	9	Male	Right	Stem cell	10	10	Pdgfra
Male_R2-14204	0	Male	Right	Microglia	2.129558176	9	Cd40
Male_R2-14205	3	Male	Right	Neuron	4.734659392	5	Nefl
Male_R2-14206	1	Male	Right	Oligodendrocyte	1.053032741	18	Mbp
Male_R2-14207	4	Male	Right	Astrocyte	2.090092571	4	Aqp4
Male_R2-14208	0	Male	Right	Neuroepithelial	1.425465714	8	Notch1
Male_R2-14232	7	Male	Right	Astrocyte	6.538235648	69	Gfap
Male_R2-14233	4	Male	Right	Oligodendrocyte	3.205154293	3	Mbp
Male_R2-14235	0	Male	Right	Oligodendrocyte	1.212235122	27	Mbp
Male_R2-14241	0	Male	Right	Astrocyte	1.366145731	28	Gfap
Male_R2-14249	9	Male	Right	Neuroepithelial	10	10	Sox10
Male_R2-14253	1	Male	Right	Microglia	3.200336697	38	Cd40
Male_R2-14260	2	Male	Right	Astrocyte	0.702626729	14	Slc1a3
Male_R2-14263	3	Male	Right	Endothelial	2.950978939	6	Emcn
Male_R2-14274	10	Male	Right	Platelets	10	20	Ccl5
Male_R2-14300	1	Male	Right	Oligodendrocyte	1.002720933	20	Mbp
Male_R2-14302	0	Male	Right	Microglia	0.656352512	17	Tmem119
Male_R2-14305	1	Male	Right	Astrocyte	1.145142486	15	Gfap
Male_R2-14306	1	Male	Right	Astrocyte	1.4011756	13	Slc1a3
Male_R2-14307	0	Male	Right	Microglia	1.568080414	17	Tmem119
Male_R2-14309	2	Male	Right	Microglia	1.272956894	16	Tmem119
Male_R2-14320	2	Male	Right	Oligodendrocyte	1.794417941	19	Mbp
Male_R2-14326	0	Male	Right	Oligodendrocyte	1.324919319	13	Mbp
Male_R2-14327	3	Male	Right	Platelets	4.849706979	13	Ccl5
Male_R2-14335	1	Male	Right	Neuron	2.157997521	18	Mapt
Male_R2-14337	0	Male	Right	Microglia	1.07020929	35	Cx3cr1
Male_R2-14341	2	Male	Right	Neuron	5.411063064	18	Thy1
Male_R2-14345	2	Male	Right	Oligodendrocyte	10	16	Mog
Male_R2-14352	1	Male	Right	Microglia	0.948750994	23	Tmem119
Male_R2-14355	3	Male	Right	Neuroepithelial	4.553097568	7	Hes1
Male_R2-14357	1	Male	Right	Oligodendrocyte	10	19	Mog
Male_R2-14364	1	Male	Right	Neuron	6.081661257	19	Tubb3
Male_R2-14373	10	Male	Right	Astrocyte	2.847319327	3	Gfap
Male_R2-14377	0	Male	Right	Neuron	3.477944965	19	Nefl
Male_R2-14385	3	Male	Right	Neuron	9.444800074	11	Slc12a5
Male_R2-14386	2	Male	Right	Reticulocyte	2.628913826	10	Ruvbl1
Male_R2-14389	0	Male	Right	Oligodendrocyte	2.097599024	23	Mbp
Male_R2-14390	12	Male	Right	Astrocyte	5.95960381	29	Fgfr3
Male_R2-14392	3	Male	Right	Endothelial	2.244165142	5	Emcn
Male_R2-14395	7	Male	Right	Neuron	8.599772887	18	Gap43
Male_R2-14397	1	Male	Right	Neuron	5.887674216	24	Tubb3
Male_R2-14413	8	Male	Right	Neuron	5.111998469	1	Mapt
Male_R2-14416	2	Male	Right	Microglia	1.153929027	13	Tmem119
Male_R2-14421	2	Male	Right	Oligodendrocyte	10	3	Mog
Male_R2-14422	1	Male	Right	Oligodendrocyte	0.895542271	10	Mbp
Male_R2-14423	6	Male	Right	Neuron	4.172708686	3	Mapt
Male_R2-14426	3	Male	Right	Endothelial	3.784010978	3	Emcn
Male_R2-14430	0	Male	Right	Neuron	1.718759556	13	Map2
Male_R2-14431	0	Male	Right	Neuron	4.278821043	14	Nefl
Male_R2-14432	1	Male	Right	Astrocyte	1.475752267	12	Aqp4
Male_R2-14438	11	Male	Right	Neuroepithelial	6.192946935	23	Sox2
Male_R2-14439	1	Male	Right	Microglia	0.816066691	5	Tmem119
Male_R2-14448	2	Male	Right	Microglia	1.743148843	22	Cd68
Male_R2-14449	6	Male	Right	Neuroepithelial	3.062769955	5	Hes1
Male_R2-14455	2	Male	Right	Astrocyte	0.7312753	5	Slc1a3
Male_R2-14459	0	Male	Right	Microglia	1.917178139	20	Cd40
Male_R2-14464	9	Male	Right	Neuron	6.863668394	12	Map2
Male_R2-14465	0	Male	Right	Microglia	1.706066131	14	Cd40
Male_R2-14469	3	Male	Right	Neuroepithelial	6.633400307	9	Hes1
Male_R2-14471	0	Male	Right	Neuron	7.121727907	17	Thy1
Male_R2-14473	4	Male	Right	Oligodendrocyte	1.79505908	5	Mbp
Male_R2-14475	2	Male	Right	Microglia	0.970811158	10	Tmem119
Male_R2-14479	0	Male	Right	Reticulocyte	2.22573801	16	Ruvbl1
Male_R2-14485	0	Male	Right	Microglia	1.432841316	13	Tmem119
Male_R2-14487	2	Male	Right	Microglia	1.851160773	5	Tmem119
Male_R2-14496	0	Male	Right	Microglia	3.955112219	21	Cd68
Male_R2-14508	0	Male	Right	Neuron	2.734204838	15	Nefl
Male_R2-14511	0	Male	Right	Microglia	1.489582267	17	Tmem119
Male_R2-14513	2	Male	Right	Microglia	3.230401902	33	Cd68
Male_R2-14514	1	Male	Right	Microglia	1.795565555	38	Cd68
Male_R2-14522	1	Male	Right	Oligodendrocyte	0.938506964	21	Mbp
Male_R2-14532	2	Male	Right	Microglia	1.668866861	20	Tmem119
Male_R2-14533	1	Male	Right	Microglia	2.270009273	16	Cd68
Male_R2-14538	3	Male	Right	Endothelial	2.494355353	11	Nostrin
Male_R2-14543	1	Male	Right	Ependymal	3.840354674	22	Zmynd10
Male_R2-14545	2	Male	Right	Neuron	6.035438433	4	Gap43
Male_R2-14561	1	Male	Right	Oligodendrocyte	1.997229435	30	Mbp
Male_R2-14563	4	Male	Right	Immune	1.01320853	9	Tyrobp
Male_R2-14565	2	Male	Right	Microglia	3.516203749	12	Cd40
Male_R2-14584	1	Male	Right	Immune	0.524507374	19	Tyrobp
Male_R2-14588	2	Male	Right	Reticulocyte	2.881145755	17	Ruvbl1
Male_R2-14590	2	Male	Right	Microglia	2.715445112	11	Cd40
Male_R2-14592	1	Male	Right	Microglia	2.123702296	18	Cd40
Male_R2-14599	3	Male	Right	Reticulocyte	2.423703537	2	Ruvbl1
Male_R2-14606	2	Male	Right	Neuron	4.714128388	15	Gap43
Male_R2-14607	3	Male	Right	Neuroepithelial	4.145467776	9	Hes1
Male_R2-14609	0	Male	Right	Microglia	0.84405104	7	Tmem119
Male_R2-14610	8	Male	Right	Neuroepithelial	2.80030958	2	Notch1
Male_R2-14616	2	Male	Right	Microglia	1.944115663	14	Cd40
Male_R2-14617	0	Male	Right	Astrocyte	1.060361323	16	S100b
Male_R2-14625	2	Male	Right	Microglia	1.617294949	11	Tmem119
Male_R2-14626	1	Male	Right	Microglia	1.665997435	21	Cd68
Male_R2-14627	2	Male	Right	Neuron	2.068695747	25	Map2
Male_R2-14629	0	Male	Right	Neuron	7.070314414	1	Gap43
Male_R2-14631	0	Male	Right	Microglia	3.235420913	16	Cd68
Male_R2-14633	3	Male	Right	Endothelial	2.110754319	6	Nostrin
Male_R2-14637	4	Male	Right	Immune	1.377272754	23	Tyrobp
Male_R2-14640	6	Male	Right	Neuron	7.374876873	6	Slc12a5
Male_R2-14649	4	Male	Right	Reticulocyte	3.646475892	19	Ruvbl1
Male_R2-14651	6	Male	Right	Neuroepithelial	2.187137801	10	Hes1
Male_R2-14662	9	Male	Right	Neuron	10	13	Syt1
Male_R2-14675	1	Male	Right	Neuron	4.807151758	21	Thy1
Male_R2-14682	0	Male	Right	Oligodendrocyte	1.681373548	24	Mbp
Male_R2-14684	0	Male	Right	Oligodendrocyte	1.851286824	27	Mbp
Male_R2-14694	8	Male	Right	Neuron	3.007864356	1	Map2
Male_R2-14700	2	Male	Right	Neuron	1.536276221	15	Map2
Male_R2-14701	0	Male	Right	Ependymal	7.00283472	14	Zmynd10
Male_R2-14703	0	Male	Right	Microglia	1.77509903	14	Cd68
Male_R2-14707	3	Male	Right	Endothelial	3.393736133	7	Emcn
Male_R2-14719	6	Male	Right	Reticulocyte	1.933744211	17	Ruvbl1
Male_R2-14722	4	Male	Right	Immune	1.194612525	7	Tyrobp
Male_R2-14726	2	Male	Right	Neuron	5.31951	17	Thy1
Male_R2-14728	4	Male	Right	Astrocyte	2.938067081	5	Gfap
Male_R2-14732	2	Male	Right	Reticulocyte	3.08043534	19	Ruvbl1
Male_R2-14734	2	Male	Right	Neuron	6.892399562	15	Tubb3
Male_R2-14736	2	Male	Right	Immune	0.923377162	28	Tyrobp
Male_R2-14740	2	Male	Right	Astrocyte	1.912334896	13	Slc1a3
Male_R2-14752	0	Male	Right	Immune	0.839912491	18	Tyrobp
Male_R2-14755	8	Male	Right	Neuron	3.202797098	1	Mapt
Male_R2-14761	10	Male	Right	Neuroepithelial	1.163932666	1	Notch1
Male_R2-14762	3	Male	Right	Endothelial	2.939486219	6	Emcn
Male_R2-14765	1	Male	Right	Neuron	2.945437762	24	Nefl
Male_R2-14766	2	Male	Right	Astrocyte	1.154863222	15	Slc1a3
Male_R2-14767	9	Male	Right	Neuron	6.23162402	33	Rbfox3
Male_R2-14770	0	Male	Right	Erythroblast	4.605343261	28	Lmnb1
Male_R2-14789	0	Male	Right	Astrocyte	1.799200725	20	Slc1a3
Male_R2-14791	2	Male	Right	Microglia	1.231929215	15	Tmem119
Male_R2-14793	2	Male	Right	Microglia	2.769001985	12	Cd40
Male_R2-14801	3	Male	Right	Neuron	4.164553046	6	Nefl
Male_R2-14803	4	Male	Right	Reticulocyte	6.901255132	9	Ruvbl1
Male_R2-14808	2	Male	Right	Oligodendrocyte	1.598969278	22	Mbp
Male_R2-14810	3	Male	Right	Erythroblast	7.494766145	3	Lmnb1
Male_R2-14812	1	Male	Right	Neuron	4.486006725	17	Gap43
Male_R2-14815	2	Male	Right	Neuron	10	12	Tubb3
Male_R2-14820	1	Male	Right	Astrocyte	1.729012749	13	Gfap
Male_R2-14824	0	Male	Right	Microglia	1.56184221	32	Cd40
Male_R2-14825	0	Male	Right	Neuron	2.377777675	21	Nefl
Male_R2-14830	8	Male	Right	Neuroepithelial	3.376869344	2	Notch1
Male_R2-14832	0	Male	Right	Astrocyte	1.355268518	8	Slc1a3
Male_R2-14834	1	Male	Right	Microglia	0.83822557	14	Cx3cr1
Male_R2-14837	0	Male	Right	Neuron	2.391572627	22	Mapt
Male_R2-14848	1	Male	Right	Microglia	0.891767315	11	Tmem119
Male_R2-14851	0	Male	Right	Oligodendrocyte	10	12	Opalin
Male_R2-14856	8	Male	Right	Erythroblast	10	1	Lmnb1
Male_R2-14863	0	Male	Right	Neuron	1.368568258	20	Map2
Male_R2-14864	2	Male	Right	Neuron	4.224782003	10	Mapt
Male_R2-14866	1	Male	Right	Microglia	1.243036532	12	Tmem119
Male_R2-14870	2	Male	Right	Neuron	4.635796386	20	Gap43
Male_R2-14871	0	Male	Right	Microglia	1.934581754	21	Cd40
Male_R2-14879	3	Male	Right	Endothelial	3.336778502	4	Nostrin
Male_R2-14880	0	Male	Right	Microglia	0.829249048	20	Tmem119
Male_R2-14889	7	Male	Right	Astrocyte	6.192558741	25	Gjb6
Male_R2-14896	6	Male	Right	Endothelial	2.115846011	3	Emcn
Male_R2-14897	1	Male	Right	Immune	1.055332053	27	Tyrobp
Male_R2-14898	2	Male	Right	Astrocyte	2.774537333	8	Aqp4
Male_R2-14902	8	Male	Right	Neuron	6.027207168	4	Syt1
Male_R2-14904	1	Male	Right	Microglia	1.32384789	14	Tmem119
Male_R2-14905	0	Male	Right	Astrocyte	4.329932444	21	Aldh1l1
Male_R2-14906	3	Male	Right	Endothelial	3.264100219	5	Emcn
Male_R2-14907	0	Male	Right	Astrocyte	4.941324335	24	Aldh1l1
Male_R2-14915	2	Male	Right	Microglia	1.544199821	17	Tmem119
Male_R2-14917	2	Male	Right	Oligodendrocyte	1.909335779	10	Mbp
Male_R2-14924	3	Male	Right	Neuroepithelial	5.573664951	6	Hes1
Male_R2-14926	6	Male	Right	Endothelial	3.077708664	11	Emcn
Male_R2-14932	0	Male	Right	Oligodendrocyte	1.942651967	11	Mbp
Male_R2-14939	3	Male	Right	Neuron	4.111466985	5	Nefl
Male_R2-14941	2	Male	Right	Neuron	7.192587857	8	Tubb3
Male_R2-14961	2	Male	Right	Astrocyte	2.600604188	2	Gfap
Male_R2-14971	1	Male	Right	Reticulocyte	2.323952808	12	Ruvbl1
Male_R2-14976	8	Male	Right	Neuron	4.147531694	3	Nefl
Male_R2-14977	2	Male	Right	Reticulocyte	2.316406996	10	Ruvbl1
Male_R2-14980	0	Male	Right	Microglia	2.651204899	27	Cd68
Male_R2-14983	7	Male	Right	Astrocyte	5.918442197	75	Gjb6
Male_R2-14988	0	Male	Right	Astrocyte	1.188218868	34	Slc1a3
Male_R2-14994	7	Male	Right	Neuroepithelial	6.285216164	33	Sox2
Male_R2-15000	0	Male	Right	Oligodendrocyte	1.554662502	21	Mbp
Male_R2-15001	7	Male	Right	Neuroepithelial	7.20550547	36	Hes1
Male_R2-15013	0	Male	Right	Erythroblast	3.975287053	59	Lmnb1
Male_R2-15017	0	Male	Right	Microglia	0.852952906	45	Cd40
Male_R2-15018	0	Male	Right	Oligodendrocyte	1.542545954	11	Mbp
Male_R2-15027	10	Male	Right	Microglia	2.313417935	10	Cd68
Male_R2-15029	0	Male	Right	Astrocyte	2.521851335	2	Gfap
Male_R2-15041	1	Male	Right	Neuron	6.198481232	11	Rbfox3
Male_R2-15046	0	Male	Right	Neuron	2.783885269	40	Gap43
Male_R2-15049	7	Male	Right	Astrocyte	8.081131603	47	Aldh1l1
Male_R2-15052	2	Male	Right	Neuroepithelial	1.52495609	13	Notch1
Male_R2-15054	2	Male	Right	Neuron	4.46495414	24	Gap43
Male_R2-15070	9	Male	Right	Neuron	2.915843996	20	Nefl
Male_R2-15074	0	Male	Right	Neuron	3.106815351	19	Mapt
Male_R2-15079	1	Male	Right	Neuron	5.543086385	18	Tubb3
Male_R2-15080	3	Male	Right	Endothelial	3.0116941	6	Nostrin
Male_R2-15090	2	Male	Right	Neuroepithelial	2.457535758	29	Sox2
Male_R2-15111	9	Male	Right	Neuron	10	12	Syt1
Male_R2-15113	0	Male	Right	Neuroepithelial	0.552568104	19	Notch1
Male_R2-15128	0	Male	Right	Neuron	3.433464842	22	Gap43
Male_R2-15129	0	Male	Right	Microglia	1.383999942	31	Cd40
Male_R2-15138	1	Male	Right	Neuroepithelial	2.037740799	22	Sox2
Male_R2-15143	0	Male	Right	Immune	1.04059285	35	Tyrobp
Male_R2-15150	3	Male	Right	Reticulocyte	2.981853336	5	Ruvbl1
Male_R2-15163	1	Male	Right	Neuron	2.384183388	12	Mapt
Male_R2-15165	9	Male	Right	Neuron	10	16	Slc12a5
Male_R2-15167	7	Male	Right	Astrocyte	6.308198024	15	Gjb6
Male_R2-15168	3	Male	Right	Endothelial	3.882530478	8	Emcn
Male_R2-15172	4	Male	Right	Immune	0.911492901	7	Tyrobp
Male_R2-15179	1	Male	Right	Reticulocyte	1.594512292	28	Ruvbl1
Male_R2-15183	13	Male	Right	Neuron	9.243567486	2	Slc12a5
Male_R2-15192	6	Male	Right	Microglia	4.90917203	2	Cd40
Male_R2-15193	0	Male	Right	Microglia	1.729758716	35	Cd68
Male_R2-15209	0	Male	Right	Neuron	3.815372366	18	Nefl
Male_R2-15215	0	Male	Right	Astrocyte	2.644468471	31	Slc1a3
Male_R2-15218	11	Male	Right	Ependymal	9.318720806	39	Zmynd10
Male_R2-15228	8	Male	Right	Astrocyte	4.193530977	4	Gjb6
Male_R2-15248	3	Male	Right	Endothelial	4.06785238	11	Nostrin
Male_R2-15249	4	Male	Right	Astrocyte	2.223607078	9	S100b
Male_R2-15255	6	Male	Right	Platelets	4.364114384	7	Ccl5
Male_R2-15258	8	Male	Right	Neuroepithelial	1.065464917	9	Notch1
Male_R2-15267	3	Male	Right	Neuroepithelial	4.726927326	4	Hes1
Male_R2-15269	0	Male	Right	Oligodendrocyte	2.714347029	9	Mbp
Male_R2-15281	3	Male	Right	Endothelial	3.039589838	18	Nostrin
Male_R2-15285	1	Male	Right	Astrocyte	0.776821296	13	S100b
Male_R2-15289	3	Male	Right	Endothelial	3.006394777	12	Nostrin
Male_R2-15290	2	Male	Right	Neuron	6.455424111	13	Tubb3
Male_R2-15293	10	Male	Right	Oligodendrocyte	0.392910339	1	Mbp
Male_R2-15306	6	Male	Right	Endothelial	3.093552249	13	Emcn
Male_R2-15315	1	Male	Right	Microglia	2.590012801	11	Cd40
Male_R2-15323	3	Male	Right	Neuron	2.640623392	5	Nefl
Male_R2-15324	1	Male	Right	Neuroepithelial	2.328142916	26	Notch1
Male_R2-15327	10	Male	Right	Neuron	-0.046028861	1	Gabra1
Male_R2-15333	10	Male	Right	Oligodendrocyte	1.745570568	3	Mbp
Male_R2-15337	2	Male	Right	Microglia	1.420920613	8	Tmem119
Male_R2-15345	1	Male	Right	Oligodendrocyte	1.606338781	10	Mbp
Male_R2-15347	2	Male	Right	Neuron	5.868748846	16	Nefl
Male_R2-15350	0	Male	Right	Oligodendrocyte	1.649201223	16	Mbp
Male_R2-15355	2	Male	Right	Microglia	2.190779908	20	Cd40
Male_R2-15356	1	Male	Right	Reticulocyte	3.017416874	10	Ruvbl1
Male_R2-15359	4	Male	Right	Astrocyte	2.175416611	10	Gfap
Male_R2-15366	0	Male	Right	Astrocyte	2.31855611	16	Gfap
Male_R2-15370	4	Male	Right	Neuron	5.385957555	8	Nefl
Male_R2-15373	1	Male	Right	Microglia	4.163931414	4	Cd40
Male_R2-15374	2	Male	Right	Microglia	4.261798396	12	Cd40
Male_R2-15384	3	Male	Right	Neuron	3.719171312	8	Nefl
Male_R2-15392	6	Male	Right	Endothelial	2.465048636	29	Nostrin
Male_R2-15393	0	Male	Right	Neuron	3.871117771	28	Gap43
Male_R2-15400	0	Male	Right	Microglia	2.850745152	29	Cd68
Male_R2-15413	2	Male	Right	Neuroepithelial	1.554237977	13	Notch1
Male_R2-15417	0	Male	Right	Microglia	0.686584335	14	Cx3cr1
Male_R2-15428	1	Male	Right	Erythroblast	4.472850984	27	Lmnb1
Male_R2-15431	1	Male	Right	Neuroepithelial	1.79188351	10	Notch1
Male_R2-15437	1	Male	Right	Astrocyte	3.039941719	20	Gjb6
Male_R2-15439	4	Male	Right	Immune	1.173232808	15	Tyrobp
Male_R2-15441	0	Male	Right	Oligodendrocyte	1.016891901	18	Mbp
Male_R2-15442	2	Male	Right	Neuron	4.519224515	13	Nefl
Male_R2-15443	3	Male	Right	Endothelial	2.913995088	5	Nostrin
Male_R2-15458	7	Male	Right	Astrocyte	3.530971586	10	Aldh1l1
Male_R2-15460	0	Male	Right	Microglia	1.442344001	20	Tmem119
Male_R2-15461	2	Male	Right	Astrocyte	1.563087664	12	Gfap
Male_R2-15462	0	Male	Right	Neuron	2.079056021	19	Map2
Male_R2-15468	0	Male	Right	Neuron	4.042443944	14	Syt1
Male_R2-15469	6	Male	Right	Endothelial	2.234781427	5	Emcn
Male_R2-15489	2	Male	Right	Reticulocyte	5.296594284	9	Ruvbl1
Male_R2-15490	0	Male	Right	Microglia	3.203466539	18	Cd68
Male_R2-15505	11	Male	Right	Ependymal	8.401104717	20	Zmynd10
Male_R2-15510	9	Male	Right	Stem cell	10	17	Pdgfra
Male_R2-15512	0	Male	Right	Microglia	1.691981307	20	Tmem119
Male_R2-15517	1	Male	Right	Microglia	0.801387873	17	Tmem119
Male_R2-15519	2	Male	Right	Reticulocyte	3.400775921	10	Ruvbl1
Male_R2-15520	1	Male	Right	Neuron	8.631916701	17	Slc12a5
Male_R2-15528	3	Male	Right	Neuron	5.019704236	5	Nefl
Male_R2-15531	2	Male	Right	Neuron	5.472218581	21	Nefl
Male_R2-15536	1	Male	Right	Astrocyte	1.266884846	17	Slc1a3
Male_R2-15537	1	Male	Right	Microglia	1.472848151	26	Tmem119
Male_R2-15553	6	Male	Right	Platelets	3.500376541	7	Ccl5
Male_R2-15563	1	Male	Right	Oligodendrocyte	1.094182079	17	Mbp
Male_R2-15564	2	Male	Right	Neuron	2.465792243	4	Mapt
Male_R2-15566	0	Male	Right	Microglia	1.288719947	20	Tmem119
Male_R2-15569	0	Male	Right	Immune	0.7745216	18	Tyrobp
Male_R2-15581	0	Male	Right	Neuroepithelial	1.577338212	19	Notch1
Male_R2-15589	0	Male	Right	Microglia	2.818432383	28	Cd68
Male_R2-15598	3	Male	Right	Endothelial	2.39811549	3	Emcn
Male_R2-15614	0	Male	Right	Neuroepithelial	1.501142249	24	Notch1
Male_R2-15615	3	Male	Right	Endothelial	2.745462077	6	Nostrin
Male_R2-15616	8	Male	Right	Neuron	4.175644069	2	Nefl
Male_R2-15631	8	Male	Right	Neuroepithelial	1.548952338	1	Notch1
Male_R2-15632	2	Male	Right	Microglia	2.444553641	18	Tmem119
Male_R2-15636	0	Male	Right	Astrocyte	0.866666976	19	Slc1a3
Male_R2-15639	2	Male	Right	Astrocyte	1.404490823	16	Aqp4
Male_R2-15640	2	Male	Right	Microglia	1.32449274	12	Tmem119
Male_R2-15641	0	Male	Right	Microglia	1.773774794	22	Cd40
Male_R2-15661	6	Male	Right	Endothelial	2.33322341	10	Nostrin
Male_R2-15666	6	Male	Right	Microglia	3.350104671	4	Cd40
Male_R2-15675	2	Male	Right	Microglia	1.2763722	16	Tmem119
Male_R2-15698	0	Male	Right	Immune	0.86147241	18	Tyrobp
Male_R2-15706	2	Male	Right	Microglia	2.90113086	13	Cd68
Male_R2-15713	2	Male	Right	Microglia	1.745113124	15	Tmem119
Male_R2-15722	2	Male	Right	Astrocyte	8.445124078	5	Aldh1l1
Male_R2-15723	0	Male	Right	Microglia	1.463778296	12	Tmem119
Male_R2-15725	2	Male	Right	Astrocyte	1.264743311	15	Slc1a3
Male_R2-15726	1	Male	Right	Astrocyte	1.705697591	13	Gfap
Male_R2-15734	2	Male	Right	Microglia	1.957717187	19	Cd68
Male_R2-15735	2	Male	Right	Neuron	5.17730359	24	Thy1
Male_R2-15738	2	Male	Right	Microglia	2.01212253	18	Cd40
Male_R2-15740	2	Male	Right	Microglia	2.410686481	10	Cd40
Male_R2-15760	2	Male	Right	Reticulocyte	1.684113188	16	Ruvbl1
Male_R2-15762	0	Male	Right	Neuron	6.670835192	27	Rbfox3
Male_R2-15766	4	Male	Right	Neuron	6.7093806	10	Gap43
Male_R2-15783	6	Male	Right	Endothelial	2.771936307	7	Nostrin
Male_R2-15785	1	Male	Right	Microglia	1.821899479	13	Tmem119
Male_R2-15790	1	Male	Right	Microglia	2.29696115	29	Cd68
Male_R2-15792	0	Male	Right	Microglia	2.072073466	20	Cd68
Male_R2-15793	4	Male	Right	Endothelial	2.468003662	5	Nostrin
Male_R2-15795	1	Male	Right	Oligodendrocyte	1.874474246	15	Mbp
Male_R2-15796	0	Male	Right	Microglia	3.431086942	17	Cd40
Male_R2-15798	7	Male	Right	Astrocyte	6.13503635	81	Aldh1l1
Male_R2-15803	0	Male	Right	Reticulocyte	3.719724322	19	Ruvbl1
Male_R2-15805	1	Male	Right	Reticulocyte	2.697436664	20	Ruvbl1
Male_R2-15808	6	Male	Right	Neuroepithelial	3.185461925	4	Notch1
Male_R2-15809	2	Male	Right	Reticulocyte	2.170557169	23	Ruvbl1
Male_R2-15810	8	Male	Right	Microglia	2.510007905	1	Cd40
Male_R2-15819	6	Male	Right	Endothelial	3.493715587	12	Emcn
Male_R2-15821	7	Male	Right	Neuron	6.306856098	19	Rbfox3
Male_R2-15823	2	Male	Right	Microglia	1.554300813	15	Tmem119
Male_R2-15827	6	Male	Right	Endothelial	2.940756318	16	Nostrin
Male_R2-15836	1	Male	Right	Neuron	7.824058235	13	Rbfox3
Male_R2-15839	0	Male	Right	Oligodendrocyte	2.564294132	14	Mbp
Male_R2-15841	0	Male	Right	Microglia	1.43233242	20	Tmem119
Male_R2-15861	1	Male	Right	Microglia	1.324976683	19	Tmem119
Male_R2-15865	0	Male	Right	Microglia	1.606629703	26	Cd40
Male_R2-15882	8	Male	Right	Neuroepithelial	2.712206438	1	Notch1
Male_R2-15888	0	Male	Right	Microglia	0.790878328	15	Cx3cr1
Male_R2-15890	1	Male	Right	Microglia	0.434760649	15	Cx3cr1
Male_R2-15897	1	Male	Right	Neuron	2.018573569	20	Mapt
Male_R2-15898	3	Male	Right	Endothelial	2.772473006	6	Nostrin
Male_R2-15902	1	Male	Right	Neuroepithelial	2.002619993	16	Notch1
Male_R2-15905	0	Male	Right	Neuron	2.09880978	24	Mapt
Male_R2-15906	12	Male	Right	Microglia	4.456620436	33	Cd68
Male_R2-15907	6	Male	Right	Endothelial	2.201691932	5	Nostrin
Male_R2-15910	0	Male	Right	Microglia	2.771574216	25	Cd68
Male_R2-15916	0	Male	Right	Microglia	2.312715828	10	Cd40
Male_R2-15917	3	Male	Right	Endothelial	2.264493198	7	Nostrin
Male_R2-15942	2	Male	Right	Neuron	4.671098295	11	Nefl
Male_R2-15953	3	Male	Right	Endothelial	3.766250388	12	Nostrin
Male_R2-15957	1	Male	Right	Neuron	8.312530674	19	Slc12a5
Male_R2-15964	7	Male	Right	Astrocyte	6.957968529	18	Gjb6
Male_R2-15971	0	Male	Right	Neuron	6.122198434	35	Rbfox3
Male_R2-15972	2	Male	Right	Neuron	5.137595791	6	Gap43
Male_R2-15976	1	Male	Right	Oligodendrocyte	1.029150279	19	Mbp
Male_R2-15978	7	Male	Right	Astrocyte	3.468713251	42	Aqp4
Male_R2-15981	7	Male	Right	Astrocyte	8.393216177	68	Fgfr3
Male_R2-16003	1	Male	Right	Astrocyte	1.597497175	18	Slc1a3
Male_R2-16015	12	Male	Right	Neuron	4.073475294	12	Mapt
Male_R2-16018	14	Male	Right	Erythroblast	5.757737434	13	Lmnb1
Male_R2-16019	2	Male	Right	Microglia	0.765043158	5	Cx3cr1
Male_R2-16032	1	Male	Right	Astrocyte	1.4071518	4	Slc1a3
Male_R2-16033	4	Male	Right	Neuron	5.043880198	7	Mapt
Male_R2-16041	2	Male	Right	Neuron	7.966238976	5	Thy1
Male_R2-16046	0	Male	Right	Astrocyte	2.422579894	10	Gfap
Male_R2-16049	11	Male	Right	Ependymal	8.895560939	55	Zmynd10
